LOCATION_ID,SUBLOCATION_ID,STATION_ID,SAMPLE_DATE,SAMPLE_TIME,RBR_SERIAL_NUM,OPTODE_SERIAL_NUM,PROFILE,AVGDEPTH,DEPTH_BIN,TEMP,COND,COND_SPEC,OXYGEN,OXYGEN_SATURATION,CHLA,DATA_SET_ID,Collection_method,collection_authority,comments
305,LA,CB,2014-10-14,10:26,18033,138,1,27.11,,4.33,14.82,24.49,3.24,26.1,0.33,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:27,18033,138,1,27.93,28,4.33,14.86,24.55,2.99,24.1,0.34,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:27,18033,138,1,29.18,,4.33,15.02,24.82,2.66,21.4,0.37,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:27,18033,138,1,30.11,,4.33,15.08,24.91,2.45,19.7,0.37,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:28,18033,138,1,30.75,,4.33,17.5,28.91,2.31,18.6,0.48,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:41,18033,138,1,0.06,0,9.99,16.71,23.43,9.69,89.7, ,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:41,18033,138,1,0.49,0.5,9.9,16.67,23.43,9.71,89.7,0.31,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:42,18033,138,1,1.06,1,9.78,16.58,23.38,9.71,89.4,0.4,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:42,18033,138,1,2.02,2,9.6,16.5,23.38,9.69,88.9,0.43,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:43,18033,138,1,3.03,3,9.54,16.48,23.39,9.69,88.8,0.56,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:43,18033,138,1,4,4,9.48,16.47,23.41,9.68,88.5,0.57,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:44,18033,138,1,5.09,5,9.41,16.45,23.43,9.65,88.1,0.89,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:44,18033,138,1,6,6,9.37,16.44,23.44,9.63,87.8,1.08,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:45,18033,138,1,7.01,7,9.33,16.42,23.43,9.61,87.6,1.11,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:46,18033,138,1,7.98,8,9.26,16.4,23.45,9.56,87,1.24,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:46,18033,138,1,9.04,9,8.94,16.39,23.64,9.42,85.1,1.29,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:47,18033,138,1,9.21,9.25,8.74,16.38,23.76,9.19,82.6,1.3,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:47,18033,138,1,9.46,9.5,8.52,16.35,23.86,9,80.4,1.32,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:48,18033,138,1,9.74,9.75,8.22,16.34,24.05,8.63,76.6,1.34,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:48,18033,138,1,10.06,10,7.45,16.38,24.64,8.01,69.8,1.39,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:49,18033,138,1,10.26,10.25,7.22,16.36,24.77,7.76,67.2,1.31,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:49,18033,138,1,10.48,10.5,6.66,16.36,25.18,7.21,61.6,1.53,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:50,18033,138,1,10.8,10.75,6.32,16.22,25.22,6.91,58.5,1.38,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:50,18033,138,1,11.06,11,5.92,16.12,25.36,6.7,56.2,1.29,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:51,18033,138,1,11.22,11.25,5.72,16.11,25.5,6.45,53.8,1.45,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:51,18033,138,1,11.54,11.5,5.46,15.99,25.51,6.27,51.9,1.58,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:51,18033,138,1,11.7,11.75,5.31,15.96,25.58,6.22,51.3,1.64,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:52,18033,138,1,12.05,12,5.13,16,25.79,5.7,46.8,1.94,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:53,18033,138,1,12.98,13,4.92,16.27,26.39,4.28,35,1.34,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:54,18033,138,1,13.99,14,4.72,16.41,26.79,3.48,28.3,1.02,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:56,18033,138,1,16.07,16,4.42,17.04,28.08,0.68,5.5,0.59,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:57,18033,138,1,16.98,17,4.39,17.17,28.31,0.41,3.3,0.66,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:58,18033,138,1,18.06,18,4.38,21.4,35.3,0.24,1.9,0.36,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:58,18033,138,1,18.99,19,4.37,36.21,59.76,0.15,1.2,0.4,GC5,RBR,1009,
373,LA,CB,2014-10-14,12:59,18033,138,1,20.09,20,4.36,50.96,84.11,0.14,1.1,0.59,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:53,18033,138,1,0,0,17.28,20.28,23.79,8.83,96, ,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:54,18033,138,1,0.5,0.5,17.28,20.27,23.78,8.83,96,0.7,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:54,18033,138,1,0.99,1,17.27,20.27,23.78,8.83,96,0.78,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:55,18033,138,1,2.02,2,17.27,20.29,23.8,8.83,96,0.76,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:55,18033,138,1,2.96,3,17.23,20.26,23.79,8.83,95.9,0.88,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:56,18033,138,1,3.26,3.25,15.16,19.22,23.67,10.63,110.5,0.92,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:57,18033,138,1,3.5,3.5,13.31,18.45,23.75,10.85,108.3,1.04,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:58,18033,138,1,3.75,3.75,11.42,17.53,23.67,11.09,106.1,0.97,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:59,18033,138,1,4.01,4,10.46,17.08,23.65,11.11,104,1.16,GC5,RBR,1009,
373,LA,CB,2014-06-10,07:59,18033,138,1,4.25,4.25,10.03,16.92,23.7,11.15,103.3,1.27,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:00,18033,138,1,4.51,4.5,9.25,16.63,23.79,11.07,100.7,1.42,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:00,18033,138,1,4.78,4.75,8.84,16.42,23.75,10.98,98.9,1.35,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:00,18033,138,1,5.02,5,8.28,16.18,23.77,10.93,97.1,1.57,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:01,18033,138,1,5.26,5.25,7.96,16.07,23.83,10.93,96.4,1.7,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:01,18033,138,1,5.51,5.5,7.61,15.91,23.82,10.81,94.5,1.93,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:02,18033,138,1,5.75,5.75,7.29,15.82,23.91,10.73,93.1,2.03,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:02,18033,138,1,6.01,6,6.86,15.62,23.9,10.59,90.9,2.52,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:03,18033,138,1,6.26,6.25,6.61,15.54,23.95,10.46,89.2,2.88,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:03,18033,138,1,6.51,6.5,6.53,15.45,23.87,10.38,88.4,3.15,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:04,18033,138,1,6.76,6.75,6.29,15.4,23.96,10.19,86.2,3.41,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:04,18033,138,1,7.03,7,6.12,15.25,23.85,10.13,85.3,3.76,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:05,18033,138,1,8,8,5.33,15.05,24.1,9.41,77.7,4.58,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:06,18033,138,1,9,9,4.91,15.05,24.42,8.82,72,6.23,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:06,18033,138,1,10.01,10,4.67,15.12,24.72,8.26,67.1,3.29,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:07,18033,138,1,10.98,11,4.54,15.17,24.9,7.97,64.5,2.64,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:07,18033,138,1,12,12,4.3,15.34,25.37,7.81,62.8,1.77,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:08,18033,138,1,13,13,4.21,15.45,25.63,7.68,61.6,1.17,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:08,18033,138,1,13.99,14,4.14,15.55,25.85,7.35,58.8,0.9,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:09,18033,138,1,15,15,4.12,15.67,26.07,6.12,49,0.73,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:10,18033,138,1,16.01,16,4.11,15.81,26.31,5.56,44.5,0.61,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:11,18033,138,1,17.01,17,4.04,16.21,27.03,4.05,32.3,0.51,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:12,18033,138,1,18,18,4.01,16.79,28.03,2.84,22.7,0.48,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:13,18033,138,1,19.01,19,4.01,18.02,30.07,1.35,10.8,0.49,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:15,18033,138,1,19.99,20,4.06,26.62,44.36,0.55,4.4,0.37,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:20,18033,138,2,5.03,5,8.32,16.38,24.04,10.79,96,1.45,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:27,18033,138,2,10.02,10,4.67,15.21,24.87,8.2,66.6,3.34,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:34,18033,138,2,15.01,15,4.11,15.77,26.24,6.06,48.5,0.64,GC5,RBR,1009,
373,LA,CB,2014-06-10,08:43,18033,138,2,20.01,20,4.07,36.97,61.6,0.42,3.4,0.39,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:08,18033,138,1,0.08,0,14.55,18.26,22.81,9.14,93.8, ,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:09,18033,138,1,0.5,0.5,14.67,18.6,23.17,9.09,93.5,1.13,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:10,18033,138,1,1.07,1,14.68,18.6,23.17,9.08,93.4,1.12,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:10,18033,138,1,2.04,2,14.68,18.6,23.17,9.09,93.5,1.14,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:10,18033,138,1,3.05,3,14.68,18.6,23.17,9.09,93.5,1.13,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:11,18033,138,1,3.99,4,14.67,18.6,23.17,9.09,93.5,1.12,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:12,18033,138,1,5.09,5,14.54,18.47,23.08,9.24,94.8,1.2,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:12,18033,138,1,5.32,5.25,14.23,18.41,23.18,9.26,94.4,1.31,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:13,18033,138,1,5.55,5.5,14.06,18.34,23.18,9.34,94.8,1.37,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:13,18033,138,1,5.8,5.75,14.06,18.3,23.13,9.37,95.1,1.43,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:14,18033,138,1,6,6,13.83,18.24,23.19,9.37,94.6,1.5,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:14,18033,138,1,6.3,6.25,13.75,18.2,23.18,9.38,94.6,1.52,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:14,18033,138,1,6.51,6.5,13.62,18.14,23.18,9.39,94.4,1.5,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:15,18033,138,1,6.76,6.75,13.4,18.09,23.24,9.4,94.1,1.59,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:15,18033,138,1,7.02,7,13.06,17.9,23.19,9.51,94.4,1.66,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:16,18033,138,1,7.26,7.25,12.55,17.76,23.3,9.7,95.2,1.88,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:17,18033,138,1,7.52,7.5,11.79,17.59,23.53,10.36,100,2.22,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:18,18033,138,1,7.81,7.75,10.83,17.42,23.88,11.37,107.3,2.74,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:19,18033,138,1,8.08,8,10.14,17.05,23.81,11.16,103.7,3.03,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:19,18033,138,1,8.29,8.25,8.67,16.8,24.42,10.65,95.5,2.56,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:20,18033,138,1,8.59,8.5,7.68,16.35,24.43,10.01,87.7,2.23,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:21,18033,138,1,8.76,8.75,7.29,16.22,24.51,9.21,79.9,2.04,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:21,18033,138,1,9.01,9,6.8,16.12,24.71,8.89,76.2,1.74,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:22,18033,138,1,9.25,9.25,6.45,16.13,24.98,7.99,67.9,1.59,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:23,18033,138,1,9.52,9.5,6.16,16.08,25.12,7.53,63.5,1.49,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:23,18033,138,1,9.72,9.75,5.88,16.05,25.28,7.38,61.8,1.57,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:23,18033,138,1,9.95,10,5.69,15.86,25.12,7.33,61.1,1.61,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:24,18033,138,1,11.04,11,5.17,15.92,25.63,6.2,51,1.3,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:25,18033,138,1,12.18,12.25,4.74,15.53,25.33,6.46,52.5,1.48,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:26,18033,138,1,13.07,13,4.52,15.61,25.64,6.2,50.1,0.97,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:27,18033,138,1,14.06,14,4.45,15.85,26.09,4.28,34.5,0.75,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:27,18033,138,1,15.08,15,4.34,16.56,27.36,3.07,24.7,0.98,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:28,18033,138,1,16.03,16,4.34,16.93,27.97,0.98,7.9,0.88,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:29,18033,138,1,17.01,17,4.37,17.31,28.57,0.61,4.9,0.71,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:29,18033,138,1,18.08,18,4.32,19.43,32.11,0.35,2.8,0.35,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:30,18033,138,1,19.08,19,4.34,27.94,46.14,0.2,1.6,0.39,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:30,18033,138,1,20.09,20,4.33,62.17,102.73,0.14,1.1,0.59,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:31,18033,138,1,20.48,,4.33,133.4,220.41,0.14,1.1,0.7,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:36,18033,138,2,4.94,5,14.57,18.71,23.36,9.09,93.3,1.14,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:49,18033,138,2,9.99,10,5.89,16.03,25.24,7.12,59.6,1.72,GC5,RBR,1009,
373,LA,CB,2014-09-29,08:57,18033,138,2,15.07,15,4.36,16.35,26.99,2.82,22.7,0.83,GC5,RBR,1009,
373,LA,CB,2014-09-29,09:04,18033,138,2,20.17,,4.33,58.99,97.47,0.17,1.4,0.62,GC5,RBR,1009,
239,LA,CB,2014-09-22,12:58,18033,138,1,0.01,0,14.28,20.97,26.37,9.04,92.2, ,GC5,RBR,1009,
239,LA,CB,2014-09-22,12:59,18033,138,1,0.49,0.5,14.25,20.9,26.3,9.07,92.5,1.07,GC5,RBR,1009,
239,LA,CB,2014-09-22,12:59,18033,138,1,0.99,1,14.25,20.88,26.27,9.09,92.7,0.9,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:00,18033,138,1,2,2,14.17,20.83,26.26,9.1,92.6,1.15,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:00,18033,138,1,3.01,3,13.97,20.73,26.26,9.05,91.7,1.61,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:01,18033,138,1,4.02,4,13.86,20.67,26.26,9.03,91.3,1.73,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:01,18033,138,1,5.07,5,13.29,20.45,26.34,8.83,88.1,1.96,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:02,18033,138,1,5.23,5.25,13.34,20.46,26.32,8.7,86.9,1.86,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:03,18033,138,1,5.5,5.5,13.24,20.43,26.35,8.71,86.8,1.93,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:03,18033,138,1,5.67,5.75,13.21,20.44,26.38,8.68,86.5,1.86,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:03,18033,138,1,5.91,6,13.06,20.42,26.45,8.6,85.4,1.67,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:04,18033,138,1,6.25,6.25,12.64,20.22,26.47,8.31,81.8,1.8,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:05,18033,138,1,6.52,6.5,11.3,19.95,27.02,7.21,68.8,1.7,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:06,18033,138,1,6.76,6.75,10.3,19.65,27.32,6.09,56.8,1.98,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:07,18033,138,1,6.97,7,9.3,19.37,27.67,5.95,54.2,2.13,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:07,18033,138,1,7.26,7.25,8.16,18.77,27.67,5.75,51,2.17,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:08,18033,138,1,7.49,7.5,7.54,18.56,27.85,5.64,49.2,2.13,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:08,18033,138,1,7.64,,7.31,18.44,27.85,5.56,48.3,2.05,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:08,18033,138,1,8.01,8,6.81,18.17,27.84,5.38,46.1,1.88,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:09,18033,138,1,8.24,8.25,6.56,18,27.79,5.38,45.8,1.91,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:09,18033,138,1,8.49,8.5,6.35,17.92,27.83,5.42,45.9,1.71,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:10,18033,138,1,8.73,8.75,6.23,17.84,27.81,5.44,46,1.78,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:10,18033,138,1,9,9,6.08,17.8,27.87,5.41,45.5,1.74,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:10,18033,138,1,9.99,10,5.61,17.57,27.9,5.3,44.1,1.35,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:11,18033,138,1,11.02,11,5.29,17.31,27.76,5.32,43.9,1.01,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:12,18033,138,1,11.99,12,5.11,17.08,27.55,5.95,48.9,0.86,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:12,18033,138,1,13,13,4.93,17.03,27.61,5.9,48.2,0.71,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:12,18033,138,1,14,14,4.84,17.03,27.7,5.78,47.1,0.62,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:13,18033,138,1,15.01,15,4.75,16.97,27.68,5.72,46.5,0.64,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:14,18033,138,1,16,16,4.68,16.91,27.64,5.8,47.1,0.62,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:14,18033,138,1,16.99,17,4.6,16.81,27.54,5.99,48.5,0.61,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:14,18033,138,1,17.99,18,4.56,16.76,27.49,6.23,50.4,0.6,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:15,18033,138,1,18.99,19,4.49,16.71,27.47,6.41,51.8,0.59,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:15,18033,138,1,20.01,20,4.44,16.7,27.5,6.46,52.1,0.57,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:16,18033,138,1,20.99,21,4.41,16.87,27.81,5.92,47.7,0.57,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:17,18033,138,1,22.03,22,4.38,16.98,28.01,5.36,43.2,0.55,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:17,18033,138,1,23.02,23,4.34,17.06,28.18,4.93,39.7,0.55,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:18,18033,138,1,24.01,24,4.3,17.13,28.34,4.47,35.9,0.54,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:18,18033,138,1,24.95,25,4.28,17.32,28.66,3.35,26.9,0.51,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:19,18033,138,1,25.94,26,4.28,17.49,28.94,2.75,22.1,0.51,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:20,18033,138,1,27.05,27,4.28,17.59,29.11,2.4,19.3,0.53,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:20,18033,138,1,27.97,28,4.27,17.62,29.17,2.1,16.9,0.52,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:21,18033,138,1,29.01,29,4.28,17.7,29.3,1.79,14.4,0.54,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:21,18033,138,1,29.99,30,4.27,17.76,29.4,1.57,12.6,0.55,GC5,RBR,1009,
239,LA,CB,2014-09-22,13:22,18033,138,1,30.75,,4.27,21.25,35.18,1.25,10,0.61,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:46,18033,138,1,0.02,0,15.19,17.63,21.7,8.91,92.7, ,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:49,18033,138,1,0.52,0.5,15.19,17.54,21.58,8.88,92.4,0.73,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:49,18033,138,1,1.05,1,15.21,17.54,21.57,8.88,92.4,0.81,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:50,18033,138,1,2.02,2,15.21,17.54,21.57,8.88,92.4,0.88,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:51,18033,138,1,3.04,3,15.2,17.54,21.58,8.88,92.4,0.88,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:51,18033,138,1,4.01,4,15.21,17.54,21.57,8.88,92.4,0.92,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:52,18033,138,1,5.04,5,15.21,17.55,21.59,8.88,92.4,0.89,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:52,18033,138,1,5.98,6,15.2,17.54,21.58,8.87,92.3,0.99,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:53,18033,138,1,7.02,7,15.2,17.55,21.59,8.87,92.3,0.98,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:54,18033,138,1,7.26,7.25,15.19,17.5,21.54,9.13,95,0.92,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:56,18033,138,1,7.51,7.5,13.61,17.24,22.03,10.1,101.5,0.99,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:57,18033,138,1,7.73,7.75,11.58,16.55,22.25,10.09,96.9,1.83,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:57,18033,138,1,8.01,8,10.02,15.94,22.33,9.89,91.6,1.72,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:58,18033,138,1,8.25,8.25,9.74,15.71,22.17,9.93,91.4,1.89,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:58,18033,138,1,8.49,8.5,8.68,15.44,22.43,9.83,88.2,1.52,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:59,18033,138,1,8.81,8.75,8.21,15.22,22.41,9.67,85.8,1.6,GC5,RBR,1009,
305,LA,CB,2014-09-15,07:59,18033,138,1,9.05,9,8.14,15.12,22.3,9.6,85,1.79,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:00,18033,138,1,9.25,9.25,7.52,14.98,22.49,9.33,81.4,2.83,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:00,18033,138,1,9.52,9.5,7.16,14.92,22.63,9.11,78.8,2.51,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:01,18033,138,1,9.73,9.75,7,14.86,22.64,8.8,75.8,2.73,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:02,18033,138,1,10.05,10,6.72,14.81,22.75,8.61,73.6,3.19,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:02,18033,138,1,11.01,11,6.23,14.66,22.85,8.2,69.3,3.47,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:03,18033,138,1,11.98,12,5.85,14.56,22.96,7.73,64.7,2.88,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:03,18033,138,1,13.04,13,5.42,14.45,23.08,7.06,58.4,1.35,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:04,18033,138,1,14.03,14,5.13,14.39,23.19,6.8,55.9,0.82,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:05,18033,138,1,15.02,15,4.96,14.41,23.35,6.39,52.3,0.7,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:05,18033,138,1,16.04,16,4.8,14.35,23.37,6.17,50.3,0.62,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:06,18033,138,1,17.06,17,4.7,14.35,23.44,6.15,50,0.5,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:06,18033,138,1,18.01,18,4.56,14.39,23.61,6,48.6,0.48,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:07,18033,138,1,19.05,19,4.48,14.44,23.74,5.44,43.9,0.41,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:08,18033,138,1,20.04,20,4.45,14.54,23.94,4.97,40.1,0.41,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:08,18033,138,1,21.04,21,4.38,14.52,23.95,4.77,38.4,0.39,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:09,18033,138,1,22.03,22,4.34,14.54,24.02,4.68,37.7,0.35,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:09,18033,138,1,23,23,4.32,14.56,24.07,4.49,36.1,0.32,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:10,18033,138,1,24.12,,4.3,14.59,24.13,4.25,34.2,0.3,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:10,18033,138,1,25.06,25,4.29,14.62,24.19,4,32.1,0.3,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:11,18033,138,1,25.99,26,4.3,14.66,24.25,3.76,30.2,0.31,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:11,18033,138,1,27.05,27,4.26,14.71,24.36,3.26,26.2,0.32,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:12,18033,138,1,28.04,28,4.26,14.85,24.59,2.64,21.2,0.35,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:13,18033,138,1,29.05,29,4.28,14.94,24.72,2.08,16.7,0.4,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:14,18033,138,1,30.02,30,4.28,15.12,25.02,1.25,10,0.35,GC5,RBR,1009,
305,LA,CB,2014-09-15,08:14,18033,138,1,30.56,,4.27,15.15,25.08,0.97,7.8,0.32,GC5,RBR,1009,
373,LA,CB,2014-09-15,12:40,18033,138,1,0.04,0,14.87,18.73,23.22,9.08,93.8, ,GC5,RBR,1009,
